,id,drive_time,replication,scenario
0,Truck90,409,1,1
0,Truck415,174,1,1
0,Truck273,276,1,1
0,Truck564,71,1,1
0,Truck170,352,1,1
0,Truck174,352,1,1
0,Truck341,232,1,1
0,Truck576,62,1,1
0,Truck357,221,1,1
0,Truck208,332,1,1
0,Truck348,232,1,1
0,Truck203,333,1,1
0,Truck104,409,1,1
0,Truck263,295,1,1
0,Truck287,276,1,1
0,Truck184,352,1,1
0,Truck574,72,1,1
0,Truck49,449,1,1
0,Truck436,174,1,1
0,Truck151,380,1,1
0,Truck272,295,1,1
0,Truck274,290,1,1
0,Truck275,290,1,1
0,Truck371,221,1,1
0,Truck197,347,1,1
0,Truck222,332,1,1
0,Truck581,72,1,1
0,Truck455,164,1,1
0,Truck396,210,1,1
0,Truck125,409,1,1
0,Truck453,174,1,1
0,Truck1,495,1,1
0,Truck4,495,1,1
0,Truck209,352,1,1
0,Truck595,72,1,1
0,Truck612,62,1,1
0,Truck129,409,1,1
0,Truck469,164,1,1
