road,LRPName,length,chainage_y,lon_y,lat_y,type_y,name_y,condition
N1,LRP136b,0.20499999999998408,133.448,91.3413608,23.1051111,Culvert,Box culvert,
N1,LRP137,0.367999999999995,133.653,91.3422497,23.1035,KmPost,Km post missing,
N1,LRP137a,3.5,134.021,91.3437774,23.1005833,Culvert,Box culvert,A
N1,LRP137b,14.2,134.571,91.3461108,23.0961941,Culvert,Box culvert,B
N1,LRP138,0.6880000000000166,134.653,91.3464441,23.095583,KmPost,Km post missing,
N1,LRP138a,6.1,135.341,91.3494163,23.0901108,Culvert,Box culvert,B
N1,LRP139,0.34499999999999886,135.653,91.3508889,23.0876108,KmPost,Km post missing,
N1,LRP139a,0.5270000000000152,135.998,91.3524722,23.0849719,Culvert,Box culvertt,
N1,LRP139b,0.016999999999995907,136.525,91.3548611,23.0808049,Bridge,Bridge start,
N1,LRP139c,0.19300000000001205,136.542,91.3549444,23.0806938,Bridge,Bridge end,
N1,LRP140,0.7659999999999911,136.735,91.3558333,23.0792493,KmPost,Ctg 122 km,
N1,LRP140a,4.0,137.501,91.3594167,23.0732493,Culvert,Box culvert,B
N1,LRP141,0.27499999999997726,137.735,91.3599722,23.0712493,KmPost,Km post missing,
N1,LRP141a,0.6110000000000184,138.01,91.3607222,23.0688604,Others / Others,Start of Feni road Division / Start of Feni road Division,
N1,LRP141b,0.018000000000000682,138.621,91.3616389,23.0636944,Culvert,Box Culvert,
N1,LRP142,0.22999999999998977,138.639,91.3616389,23.0635278,KmPost,Ctg 103 km,
N1,LRP142a,10.8,138.869,91.3616667,23.0614722,"SideRoad,Right",Road to Karerhat (Z1031),A
N1,LRP143,0.5,139.751,91.3637222,23.0538611,KmPost,Ctg 102 km,
N1,LRP143a,1.6,140.251,91.3651389,23.0479441,CrossRoad,Z1031,A
N1,LRP144,0.19599999999999795,140.772,91.3653611,23.0449719,KmPost,Ctg 101 km,
N1,LRP144a,0.33600000000001273,140.968,91.3654444,23.0427774,Culvert,Box culvert,
N1,LRP144b,0.4679999999999893,141.304,91.3656111,23.0398052,RailRoadCrossing,Rail Road Crossing,
N1,LRP145,0.7350000000000136,141.772,91.36575,23.0360274,KmPost,Km post missing,
N1,LRP145a,3.4,142.507,91.3656389,23.029416,Culvert,Box culvert,A
N1,LRP146,0.23999999999998067,142.794,91.3655,23.0269716,KmPost,"Ctg 99 km,Feni 3 km",
N1,LRP146a,0.7609999999999957,143.034,91.3655278,23.0248327,"SideRoad,Right",Road to Biroli (Z1030),
N1,LRP147,0.15100000000001046,143.795,91.3697771,23.0193604,KmPost,"Ctg 98 km,Feni 2 km",
N1,LRP147a,0.7239999999999895,143.946,91.3708327,23.0185271,Culvert,Box culvert,
N1,LRP147b,0.125,144.67,91.3759716,23.0140833,Culvert,Box culvert,
N1,LRP148,0.6140000000000043,144.795,91.3769438,23.0132778,KmPost,Km post missing,
N1,LRP148a,1.5,145.409,91.3813604,23.0095556,CrossRoad / KmPost,Intersection with N104 / Km post missing,A
N1,LRP150,1.0,146.816,91.3920552,23.0018889,KmPost,Ctg 95 km,
N1,LRP151,0.08500000000000796,147.816,91.3998052,22.9963886,KmPost,Km post missing,
N1,LRP151a,0.022999999999996135,147.901,91.4005,22.9961941,Bridge,Bridge start,
N1,LRP151b,0.9170000000000016,147.924,91.4006667,22.9960552,Bridge,Bridge end,
N1,LRP152,0.4479999999999791,148.841,91.4072222,22.9906941,KmPost,"Ctg 93 km,Lalpole 1 km",
N1,LRP152a,0.2960000000000207,149.289,91.41,22.9877774,"SideRoad,Left",Road to Feni Town (Z1034),
N1,LRP152b,0.2560000000000002,149.585,91.4120556,22.9858886,"SideRoad,Right",Road to Sonagazi (Z1034),
N1,LRP153,1.0509999999999877,149.841,91.4137222,22.9842219,KmPost,Ctg 91 km,
N1,LRP154,1.0,150.892,91.4205827,22.9774438,KmPost,Ctg 91 km,
N1,LRP155,1.0,151.892,91.4273882,22.9711382,KmPost,Km post missing,
N1,LRP156,0.7800000000000011,152.892,91.4356108,22.9663333,KmPost,Km post missing,
N1,LRP156a,0.10900000000000887,153.672,91.4416941,22.9624167,Bridge,Bridge start,
N1,LRP156b,0.11099999999999,153.781,91.4424997,22.9618056,Bridge,Bridge end,
N1,LRP157,1.0430000000000064,153.892,91.4433886,22.9611667,KmPost,Km post missing,
N1,LRP158,1.0,154.935,91.4517778,22.9561389,KmPost,Ctg 87 km,
N1,LRP159,1.0120000000000005,155.935,91.4600278,22.9514444,KmPost,Km post missing,
N1,LRP160,0.7379999999999995,156.947,91.4689993,22.9479997,KmPost,"Ctg 85 km,Bairyahat 10 km",
N1,LRP160a,0.26200000000000045,157.685,91.4761382,22.9483608,"SideRoad,Left",Road to Mounshirhat (Z1081),
N1,LRP161,1.0080000000000098,157.947,91.4786938,22.9484997,KmPost,Km post missing,
N1,LRP162,1.0,158.955,91.4883608,22.9497497,KmPost,Ctg 83 km,
N1,LRP163,0.2879999999999825,159.955,91.4980274,22.9497774,KmPost,Km post missing,
N1,LRP163a,0.21100000000001273,160.243,91.5007778,22.9496663,Bridge,Bridge start,
N1,LRP163b,0.5089999999999861,160.454,91.5027778,22.949583,Bridge,Bridge end,
N1,LRP164,0.6189999999999998,160.963,91.50725,22.9482774,KmPost,Ctg 81 kkm,
N1,LRP164a,0.3810000000000002,161.582,91.5108611,22.9439441,"SideRoad,Left",Road to Chhagalnaiya (Z1032),
N1,LRP165,1.0,161.963,91.5124444,22.940833,KmPost,Km post missing,
N1,LRP166,1.0,162.963,91.5172216,22.9329716,KmPost,Km post missing,
N1,LRP167,1.0,163.963,91.5213327,22.9248882,KmPost,Km post missing,
N1,LRP168,0.13400000000001455,164.963,91.5253882,22.9167216,KmPost,Km post missing,
N1,LRP168a,0.22799999999998022,165.097,91.5259438,22.9156667,Bridge,Bridge start,
N1,LRP168b,0.6380000000000052,165.325,91.5268604,22.9138056,Bridge / Bridge,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,
N1,LRP169,0.46399999999999864,165.963,91.5294993,22.9085833,KmPost,Km post missing,
N1,LRP169a,3.0,166.427,91.5314438,22.9046667,Culvert,Box culvert,A
N1,LRP170,0.08299999999999841,166.963,91.5333608,22.9003333,KmPost,Km post missing,
N1,LRP170a,0.6370000000000005,167.046,91.5336108,22.8994441,Others,End of Bituminous Pavment,
N1,LRP170b,0.11299999999999955,167.683,91.5346941,22.8939997,"SideRoad,Left",Road to Karerhat (R151),
N1,LRP170c,0.10400000000001342,167.796,91.5350274,22.8929719,Others,Start of Bituminious Pavement,
N1,LRP170d,0.06299999999998818,167.9,91.5353052,22.8921663,Culvert,Box culvert,
N1,LRP171,1.0,167.963,91.5354719,22.8916386,KmPost,Km post missing,
N1,LRP172,0.914999999999992,168.963,91.5381663,22.8829993,KmPost / Culvert,Km post missing / Box culvert,
N1,LRP172b,2.0,169.878,91.5407219,22.875166,Culvert,Box culvert,A
N1,LRP173,0.16200000000000614,169.963,91.5409719,22.8744438,KmPost,Km post missing,
N1,LRP173a,1.5,170.125,91.5414441,22.8731382,Culvert,Box culvert,A
N1,LRP173b,1.5,170.681,91.5431663,22.868416,Culvert,Box culvert,A
N1,LRP174,0.5759999999999934,170.963,91.5439997,22.8661111,KmPost,Km post missing,
N1,LRP174a,8.5,171.539,91.54512584501992,22.86111772310757,Culvert,Box culvert,A
N1,LRP174b,3.0,171.716,91.5454719,22.8595833,Culvert,Box culvert,A
N1,LRP175,0.16499999999999204,171.963,91.5456386,22.8575556,KmPost,Km post missing,
N1,LRP175a,3.0,172.128,91.5457219,22.856,Culvert,Box culvert,A
N1,LRP175b,3.0,172.241,91.545833,22.8550556,Culvert,Box culvert,A
N1,LRP176,0.016999999999995907,172.963,91.5463608,22.8486663,KmPost,Km post missing,
N1,LRP176a,4.5,172.98,91.5463886,22.8485274,Bridge,Bridge start,A
N1,LRP176b,12.4,172.99,91.5464163,22.8484441,Bridge,Bridge end,C
N1,LRP176c,0.2400000000000091,173.37,91.5475274,22.8452219,Culvert,Box culvert,
N1,LRP176d,0.3529999999999802,173.61,91.5482219,22.8432497,Culvert,Box culvert,
N1,LRP177,0.31399999999999295,173.963,91.5490552,22.8401941,KmPost,Km post missing,
N1,LRP177a,0.686000000000007,174.277,91.5492497,22.8372497,Culvert,Pipe culvert,
N1,LRP178,0.8720000000000141,174.963,91.5503611,22.8313882,KmPost,Km post missing,
N1,LRP178a,0.1279999999999859,175.835,91.5528333,22.8239438,Culvert,Box culvert,
N1,LRP179,1.0,175.963,91.5531389,22.8228049,KmPost,Km post missing,
N1,LRP180,0.3400000000000034,176.963,91.5555833,22.8141389,KmPost,Km post missing,
N1,LRP180a,0.4060000000000059,177.303,91.5563889,22.8110556,Culvert,Box culvert,
N1,LRP180b,0.25200000000000955,177.709,91.5579167,22.808,Culvert,Box culvert,
N1,LRP180c,0.001999999999981128,177.961,91.5589167,22.8059722,Culvert,Box culvert,
N1,LRP181,0.15500000000000114,177.963,91.5589167,22.8059444,KmPost,Km post missing,
N1,LRP181a,4.5,178.118,91.5591111,22.8045833,Culvert,Box culvert,A
N1,LRP182,0.492999999999995,178.963,91.5613611,22.7974719,KmPost,Km post missing,
N1,LRP182a,23.2,179.456,91.5633333,22.7934163,Culvert,Box Culvert,B
N1,LRP182b,0.03499999999999659,179.928,91.5654444,22.7896108,Culvert,Box culvert,
N1,LRP183,0.9939999999999998,179.963,91.5655833,22.7893608,KmPost,Km post missing,
N1,LRP183a,0.006000000000000227,180.957,91.5695271,22.7813327,Bridge,Bridge start,
N1,LRP184,0.01500000000001478,180.963,91.5695827,22.7812216,KmPost,Km post missing,
N1,LRP184a,9.7,180.978,91.5696382,22.7811382,Bridge,Bridge end,A
N1,LRP184b,0.4749999999999943,181.464,91.5713327,22.7771104,"SideRoad,Left",Road to Narayanhat (Z1021),
N1,LRP184c,0.02400000000000091,181.939,91.5733604,22.7732771,Culvert,Box culvert,
N1,LRP185,0.4689999999999941,181.963,91.5734716,22.7730271,KmPost,Km post missing,
N1,LRP185a,4.0,182.432,91.5756104,22.7693604,Culvert,Box culvert,A
N1,LRP185b,0.5289999999999964,182.434,91.5779993,22.7661944,Culvert,Box culvert,
N1,LRP186,0.45300000000000296,182.963,91.5785549,22.7654722,KmPost,Km post missing,
N1,LRP186a,12.9,183.416,91.5811382,22.7621944,Culvert,Box culvert,A
N1,LRP187,0.8199999999999932,183.963,91.5845274,22.7585278,KmPost,Km post missing,
N1,LRP187a,3.0,184.783,91.5893608,22.7526389,Bridge,Bridge start,A
N1,LRP187b,8.1,184.806,91.5894719,22.7525,Bridge,Bridge end,B
N1,LRP188,0.23199999999999932,184.963,91.5903608,22.7513333,KmPost,Km post missing,
N1,LRP188a,0.7680000000000007,185.195,91.5916386,22.7496386,Culvert,Box culvert,
N1,LRP189,0.03200000000001069,185.963,91.5949163,22.7435552,KmPost,Km post missing,
N1,LRP189a,0.9679999999999893,185.995,91.5950274,22.7433052,Culvert,Box culvert,
N1,LRP190,0.012000000000000455,186.963,91.5979441,22.7349997,KmPost,Km post missing,
N1,LRP190a,3.0,186.975,91.5979719,22.7349163,Culvert,Box culvert,A
N1,LRP191,0.5390000000000157,187.963,91.6007778,22.7263882,KmPost,Km post missing,
N1,LRP191a,3.0,188.502,91.6030833,22.7221104,Culvert,Box culvert,A
N1,LRP192,0.2600000000000193,188.963,91.6053056,22.7185549,KmPost,Km post missing,
N1,LRP192a,0.07499999999998863,189.223,91.6065556,22.7165556,Culvert,Box culvert,
N1,LRP192b,0.2150000000000034,189.298,91.6069167,22.716,Culvert,Box culvert,
N1,LRP193,0.2560000000000002,189.513,91.6079444,22.7143889,KmPost,"Ctg 52 km,Sitakhada 12 km",
N1,LRP193a,19.2,189.769,91.6090556,22.7124167,Culvert,Box culvert,A
N1,LRP193b,0.13700000000000045,190.376,91.6118056,22.7076111,Culvert,Box Culvert,
N1,LRP194,0.06799999999998363,190.513,91.6123611,22.7065556,KmPost,Km post missing,
N1,LRP194a,4.2,190.581,91.6126944,22.706,Culvert,Box culvert,A
N1,LRP194b,0.3810000000000002,190.923,91.6142222,22.7033056,Culvert,Box culvert,
N1,LRP194c,0.21999999999999886,191.304,91.6157778,22.7002222,Culvert,Box culvert,
N1,LRP195,0.7839999999999918,191.524,91.616666,22.6984997,KmPost,"Ctg 50 km,Sitakanda 10 km",
N1,LRP195a,3.2,192.308,91.6198604,22.6919719,Culvert,Box culvert,A
N1,LRP196,0.09800000000001319,192.524,91.6205271,22.6904163,KmPost,Km post missing,
N1,LRP196a,6.0,192.622,91.6208327,22.689583,Culvert,Box culvert,A
N1,LRP196b,0.3170000000000073,193.166,91.6228327,22.685083,Culvert,Box culvert,
N1,LRP197,0.6699999999999875,193.483,91.6241938,22.6825549,KmPost,"Ctg 48 km,Sitakanda 8 km",
N1,LRP197a,3.0,194.153,91.6268327,22.6769438,Culvert,Box culvert,A
N1,LRP197b,3.0,194.384,91.6274438,22.6751382,Culvert,Box culvert,A
N1,LRP198,0.12000000000000455,194.483,91.6277493,22.6743049,KmPost,Km post missing,
N1,LRP198a,3.0,194.603,91.6280827,22.6733049,"SideRoad,Left",Road to Haidchokia (Z1086),A
N1,LRP198b,0.5060000000000002,194.734,91.6285271,22.6722493,Culvert,Box culvert,
N1,LRP198c,0.37000000000000455,195.24,91.6301104,22.6678604,Culvert,Box culvert,
N1,LRP199,0.1379999999999768,195.61,91.6315549,22.6649167,KmPost,"Ctg 46 km,Sitakanda 6 km",
N1,LRP199a,3.1,195.748,91.6321382,22.6638333,Culvert,Box culvert,A
N1,LRP199b,4.6,196.288,91.6347219,22.6596667,Culvert,Box culvert,A
N1,LRP200,0.3569999999999993,196.61,91.636333,22.6571389,KmPost,Km post missing,
N1,LRP200a,0.20899999999997476,196.967,91.6381386,22.6543889,Culvert,Box culvert,
N1,LRP200b,0.41100000000000136,197.176,91.6391663,22.6527778,Culvert,Box culvert,
N1,LRP201,0.06700000000000728,197.587,91.640833,22.6494997,KmPost,"Ctg 44 km,Sitakanda 4 km",
N1,LRP201a,3.0,197.654,91.6411108,22.6489997,Culvert,Box culvert,A
N1,LRP201b,3.0,198.117,91.6430552,22.6452774,Culvert,Box culvert,A
N1,LRP202,0.974000000000018,198.587,91.6451108,22.641583,KmPost,Km post missing,
N1,LRP202a,3.0,199.561,91.6494719,22.6338608,Culvert,Box culvert,A
N1,LRP203,0.1349999999999909,199.648,91.649833,22.6330827,KmPost,"Ctg 42 km,Sitakanda 2 km",
N1,LRP203a,3.0,199.783,91.6503889,22.6320271,Culvert,Box culvert,A
N1,LRP203b,3.0,200.565,91.6541389,22.625916,Culvert,Box culvert,A
N1,LRP204,0.2189999999999941,200.648,91.6545278,22.6252216,KmPost,Km post missing,
N1,LRP204a,4.6,200.867,91.6553056,22.6234716,Culvert,Box culvert,A
N1,LRP204b,0.16300000000001091,201.2,91.6563611,22.6206938,Culvert,Box culvert,
N1,LRP204c,0.020000000000010232,201.363,91.6568889,22.6194993,Bridge,Bridge start,
N1,LRP204d,0.2529999999999859,201.383,91.6578333,22.6180271,Bridge / Culvert,Bridge end / Box culvert,
N1,LRP204f,0.09100000000000819,201.636,91.65825,22.6175271,Culvert,Box culvert,
N1,LRP205,0.015999999999991132,201.727,91.65875,22.6169716,KmPost,"Ctg 40 km,Sitakanda 0 km",
N1,LRP205a,3.0,201.743,91.6588611,22.6168604,Culvert,Box culvert,A
N1,LRP205b,0.3720000000000141,202.355,91.6622222,22.6123889,Culvert,Box culvert,
N1,LRP206,0.07200000000000273,202.727,91.6638333,22.6094444,KmPost,Km post missing,
N1,LRP206a,2.95,202.799,91.6641111,22.6088889,Culvert,Box culvert,A
N1,LRP207,0.12999999999999545,203.751,91.6688327,22.6015833,KmPost,Ctg 38 km,
N1,LRP207a,4.5,203.881,91.6692771,22.601,Culvert,Box culvert,A
N1,LRP207b,0.04899999999997817,203.996,91.6699438,22.6000556,Culvert,Box culvert,
N1,LRP207c,0.6810000000000116,204.045,91.6703049,22.5994441,Culvert,Box culvert,
N1,LRP207d,0.025000000000005684,204.726,91.6737771,22.5942219,Culvert,Box culvert,
N1,LRP208,0.40799999999998704,204.751,91.6738327,22.5939997,KmPost,Km post missing,
N1,LRP208a,22.25,205.159,91.6754716,22.5907497,Culvert,Box culvert,C
N1,LRP209,0.11699999999999022,205.916,91.6780827,22.584583,KmPost,Info.Missing,
N1,LRP209a,10.2,206.033,91.6784716,22.5836663,Bridge,Bridge start,A
N1,LRP209b,0.3429999999999893,206.059,91.6785827,22.5834997,Bridge,Bridge end,
N1,LRP209c,0.3310000000000173,206.402,91.6799438,22.580666,"SideRoad,Left",Road to Katirhat (Z1087),
N1,LRP209d,0.18299999999999272,206.733,91.6811382,22.5779438,Culvert,Box culvert,
N1,LRP210,0.37700000000000955,206.916,91.6818049,22.5763604,KmPost,Km post missing,
N1,LRP210a,3.0,207.293,91.6830827,22.5731938,Bridge,Bridge start,A
N1,LRP210b,8.2,207.311,91.6831938,22.5730549,Bridge,Bridge end,A
N1,LRP211,0.17799999999999727,207.916,91.6846941,22.5679716,KmPost,Km post missing,
N1,LRP211a,4.1,208.094,91.6851663,22.5664722,Culvert,Box culvert,A
N1,LRP211b,0.014000000000010004,208.369,91.6859163,22.5641389,Bridge,Bridge start,
N1,LRP211c,0.21699999999998454,208.383,91.6859441,22.564,Bridge,Bridge end,
N1,LRP211d,0.3160000000000025,208.6,91.6863608,22.5624722,Culvert,Box culvert,
N1,LRP212,0.938999999999993,208.916,91.6872219,22.5594444,KmPost,Km post missing,
N1,LRP213,0.14400000000000546,209.855,91.6896941,22.5514167,KmPost,Ctg 32 km,
N1,LRP213a,3.0,209.999,91.6902774,22.5503056,Bridge,Bridge start,A
N1,LRP213b,5.2,210.03,91.6903886,22.5501667,Bridge,Bridge end,A
N1,LRP214,0.11899999999999977,210.855,91.6945274,22.5438886,KmPost,Km post missing,
N1,LRP214a,8.2,210.974,91.6950274,22.5428608,Culvert,Box culvert,A
N1,LRP215,0.09000000000000341,211.856,91.6979441,22.5354997,KmPost,Ctg 30 km,
N1,LRP215a,3.0,211.946,91.698333,22.5347774,Culvert,Box culvert,A
N1,LRP216,0.9569999999999936,212.856,91.7019444,22.5273049,KmPost,Km post missing,
N1,LRP216a,0.018000000000000682,213.813,91.7053611,22.519416,Bridge,Bridge start,
N1,LRP216b,0.06499999999999773,213.831,91.70540328072288,22.519265407228914,Bridge,Bridge end,
N1,LRP217,0.27600000000001046,213.896,91.7055556,22.5187216,KmPost,Ctg 28 km,
N1,LRP217a,41.11,214.172,91.7065833,22.5165556,Bridge,Bridge start,A
N1,LRP217b,0.18199999999998795,214.217,91.70675,22.5161667,Bridge,Bridge end,
N1,LRP217c,0.1939999999999884,214.399,91.7074444,22.5147222,Culvert,Box culvert,
N1,LRP217d,0.04099999999999682,214.593,91.7080833,22.5131389,Bridge,Bridge start,
N1,LRP217e,0.26200000000000045,214.634,91.7082222,22.5127778,Bridge,Bridge end,
N1,LRP218,0.14400000000000546,214.896,91.7090833,22.5106111,KmPost,Km post missing,
N1,LRP218a,4.5,215.04,91.7096389,22.5094444,Bridge,Bridge start,A
N1,LRP218b,17.6,215.052,91.7096944,22.5093611,Bridge,Bridge end,A
N1,LRP218c,0.018000000000000682,215.291,91.7105556,22.5074444,Bridge,Bridge start,
N1,LRP218d,0.5300000000000011,215.309,91.7106389,22.5073056,Bridge,Bridge end,
N1,LRP218e,0.05699999999998795,215.839,91.7128056,22.503,Culvert,Box culvert,
N1,LRP219,0.6850000000000023,215.896,91.7130556,22.5025556,KmPost,Km post missing,
N1,LRP219a,3.0,216.581,91.7155556,22.4969163,Bridge,Bridge start,B
N1,LRP219b,0.29599999999999227,216.6,91.7156389,22.4968052,Bridge,Bridge end,
N1,LRP220,0.8870000000000005,216.896,91.7170827,22.494583,KmPost,Km post missing,
N1,LRP220a,4.5,217.783,91.7192771,22.4869441,Culvert,Box culvert,A
N1,LRP221,0.29699999999999704,217.957,91.7195549,22.4854163,KmPost,Ctg 24 km,
N1,LRP221a,6.0,218.254,91.72005100244988,22.48280706570156,Culvert,Box culvert,A
N1,LRP221b,0.025000000000005684,218.855,91.7210549,22.4775271,Bridge,Bridge start,
N1,LRP221c,0.08899999999999864,218.88,91.7211104,22.4773049,Bridge,Bridge end,
N1,LRP222,0.8830000000000098,218.969,91.7213327,22.4765271,KmPost,Info.Missing,
N1,LRP222a,0.13599999999999568,219.852,91.7250549,22.4694438,Culvert,Box culvert,
N1,LRP223,1.0,219.988,91.7255827,22.468416,KmPost,Ctg 22 km,
N1,LRP224,0.1839999999999975,220.988,91.7295827,22.4603056,KmPost,Km post missing,
N1,LRP224a,3.0,221.172,91.7303604,22.4588333,Bridge,Bridge start,A
N1,LRP224b,0.8079999999999927,221.198,91.7304716,22.4586389,Bridge,Bridge end,
N1,LRP225,1.0,222.006,91.7331283022124,22.45182350044248,KmPost,Info.Missing,
N1,LRP226,0.10400000000001342,223.006,91.7364163,22.4433886,KmPost,Km post missing,
N1,LRP226a,3.0,223.11,91.7366663,22.4424997,Bridge,Bridge start,A
N1,LRP226b,40.0,223.141,91.7367497,22.4422219,Bridge,Bridge end,A
N1,LRP227,0.13700000000000045,224.066,91.7396941,22.4349719,KmPost,Km post missing,
N1,LRP227a,0.31100000000000705,224.203,91.7403608,22.4333049,Culvert,Box culvert,
N1,LRP227b,0.042999999999977945,224.514,91.7415274,22.4307493,Bridge,Bridge start,
N1,LRP227c,0.4490000000000123,224.557,91.7417219,22.4304438,Bridge,Bridge end,
N1,LRP228,1.0,225.006,91.7439997,22.4269716,KmPost,Km post missing,
N1,LRP229,0.16499999999999204,226.006,91.7497774,22.4198882,KmPost,Km post missing,
N1,LRP229a,0.038000000000010914,226.171,91.7504722,22.4185549,Bridge,Bridge start,
N1,LRP229b,0.796999999999997,226.209,91.7506667,22.4182771,Bridge,Bridge end,
N1,LRP230,0.19999999999998863,227.006,91.7543611,22.4119167,KmPost,Km post missing,
N1,LRP230a,5.0,227.206,91.7544444,22.4101111,Others,End of Bituminous Pavement,A
N1,LRP230b,0.001999999999981128,227.412,91.7551389,22.4084167,Culvert,Box culvert,
N1,LRP230c,0.592000000000013,227.414,91.75514357643098,22.40839921010101,Others,Start of Bituminous Pavement,
N1,LRP231,0.4000000000000057,228.006,91.7565278,22.4032222,KmPost,Km post missing,
N1,LRP231a,3.0,228.406,91.7573333,22.3996108,"SideRoad,Right",Road to Biman Bandar (Z1016),A
N1,LRP231b,18.0,228.51,91.7576667,22.3988608,Bridge,Bridge start,A
N1,LRP231c,0.4890000000000043,228.517,91.7576667,22.3988052,Bridge,Bridge end,
N1,LRP232,0.0589999999999975,229.006,91.7586944,22.3944997,KmPost,Km post missing,
N1,LRP232a,3.0,229.065,91.7588056,22.3937774,"SideRoad,Right","N111, Port Connecting Road",A
N1,LRP232b,0.3509999999999991,229.282,91.75925,22.3921108,Culvert,Box culvert,
N1,LRP232c,0.0589999999999975,229.633,91.7605,22.3892497,Bridge,Bridge start,
N1,LRP232d,0.31399999999999295,229.692,91.7607222,22.3887497,Bridge,Bridge end,
N1,LRP233,0.625,230.006,91.7618333,22.3861663,KmPost,Km post missing,
N1,LRP233a,8.3,230.631,91.7652222,22.3815271,Culvert,Box culvert,A
N1,LRP234,0.43600000000000705,231.006,91.7675827,22.379166,KmPost,Km post missing,
N1,LRP234a,3.0,231.442,91.770416,22.3764716,Bridge,Bridge start,A
N1,LRP234b,0.5449999999999875,231.461,91.77054326631206,22.3762254893617,Bridge,Bridge end,
N1,LRP235,0.5550000000000068,232.006,91.7741938,22.369166,KmPost,Km post missing,
N1,LRP235a,0.19299999999998363,232.561,91.777666,22.3691382,Others,End of Bituminous Road,
N1,LRP235b,8.308999999999997,232.754,91.7822771,22.3586667,Others,The chittagong city area starts from Alongka cinema Hall,
N1,LRP244b,5.7,241.063,91.8511111,22.3644444,Others,Chittagong city area ends and the survey of N1 starts again,B
N1,LRP245,0.16900000000001114,241.456,91.8508333,22.3646111,KmPost,Km post missing,
N1,LRP245a,1.5,241.625,91.8514722,22.3632778,Culvert,Box culvert,A
N1,LRP246,0.07099999999999795,242.456,91.8531667,22.3561111,KmPost,Km post missing,
N1,LRP246a,3.0,242.527,91.8530833,22.3555,Bridge,Bridge start,A
N1,LRP246b,3.0,242.541,91.8530556,22.3553889,Bridge,Bridge end,A
N1,LRP247,0.5490000000000066,243.456,91.8519444,22.3473886,KmPost,Km post missing,
N1,LRP247a,116.13,244.005,91.8531389,22.3427219,Bridge,Bridge start,A
N1,LRP247b,0.40699999999998226,244.049,91.8530833,22.3423608,Bridge,Bridge end,
N1,LRP248,0.05200000000002092,244.456,91.8534722,22.3387497,KmPost,Km post missing,
N1,LRP248a,3.0,244.508,91.853695585567,22.338362487628867,Bridge,Bridge start,B
N1,LRP248b,0.0800000000000125,244.553,91.8538889,22.3380274,Bridge,Bridge end,
N1,LRP248c,0.046999999999997044,244.633,91.8542778,22.3373886,Bridge,Bridge start,
N1,LRP248d,0.775999999999982,244.68,91.8545278,22.3370274,Bridge,Bridge end,
N1,LRP249,0.20900000000000318,245.456,91.8515556,22.3314716,KmPost,Km post missing,
N1,LRP249a,3.1,245.665,91.8521111,22.3297493,Bridge,Shah Amanath (Karnaphuli) Bridge,B
N1,LRP250,0.17799999999999727,246.456,91.8535556,22.3228327,KmPost,Km post missing,
N1,LRP250a,3.0,246.634,91.8536111,22.3212771,Bridge,Bridge end,A
N1,LRP250b,0.015999999999991132,247.336,91.8553056,22.3153611,Bridge,Bridge start,
N1,LRP250c,0.044999999999987494,247.352,91.8553333,22.3152222,Bridge,Bridge end,
N1,LRP251,0.4960000000000093,247.397,91.8553889,22.3148889,KmPost,"Cox,s Bazar 143 km,Patiya 16 km",
N1,LRP251a,3.0,247.893,91.8570278,22.3108333,"SideRoad,Right / SideRoad,Right",Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division. / Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.,A
N1,LRP251b,0.3269999999999982,247.923,91.8570833,22.3106111,"SideRoad,Left",Road to Balakkhati (Z1065),
N1,LRP251c,0.14699999999999136,248.25,91.8589722,22.30825,Culvert,Box culvert,
N1,LRP252,0.4000000000000057,248.397,91.8598611,22.3071944,KmPost,Cox's Bazar 142 km,
N1,LRP252a,3.0,248.797,91.8621667,22.3043056,Culvert,Box culvert,A
N1,LRP252b,0.29300000000000637,249.106,91.8639444,22.3021667,Culvert,Box culvert,
N1,LRP253,0.568000000000012,249.399,91.8655833,22.2998886,KmPost,Cox's Bazar 141km,
N1,LRP253a,5.3,249.967,91.8671938,22.2950274,Culvert,Box culvert,A
N1,LRP254,0.05099999999998772,250.394,91.8693327,22.2919441,KmPost,Cox's Bazar 140km,
N1,LRP254a,0.17000000000001592,250.445,91.8696382,22.2916663,"SideRoad,Right",Road to Arowana (Z1018),
N1,LRP254b,0.44700000000000273,250.615,91.8711382,22.2916108,Culvert,Box culvert,
N1,LRP254c,0.26200000000000045,251.062,91.8748604,22.293583,Culvert,Box culvert,
N1,LRP254d,0.06699999999997885,251.324,91.8770827,22.2946386,Bridge,Bridge start,
N1,LRP255,0.054000000000002046,251.391,91.877666,22.2949163,KmPost,Cox's Bazar 139 km,
N1,LRP255a,3.0,251.445,91.8781104,22.2951108,Bridge,Bridge end,A
N1,LRP255b,0.688999999999993,251.708,91.885583,22.2983886,Culvert,Box Culvert,
N1,LRP256,0.5589999999999975,252.397,91.886333,22.2985552,KmPost,Cox's Bazar 138 km,
N1,LRP256a,0.4410000000000025,252.956,91.8915552,22.3,"SideRoad,Right",Road to Kaliganj (Z1071),
N1,LRP257,0.17300000000000182,253.397,91.892833,22.3005833,KmPost,Cox's Bazar 137 km,
