id,road,LRPName,length,chainage,lon,lat,model_type,name,condition
318,N1,LRP163,288.0,159955.0,91.4980274,22.9497774,link,Km post missing,
319,N1,LRP163a,720.0,160243.0,91.5007778,22.9496663,bridge,Bridge start,C
320,N1,LRP164,619.0,160963.0,91.50725,22.9482774,link,Ctg 81 kkm,
321,N1,LRP164a,381.0,161582.0,91.5108611,22.9439441,link,Road to Chhagalnaiya (Z1032),
322,N1,LRP165,1000.0,161963.0,91.5124444,22.940833,link,Km post missing,
323,N1,LRP166,1000.0,162963.0,91.5172216,22.9329716,link,Km post missing,
324,N1,LRP167,1000.0,163963.0,91.5213327,22.9248882,link,Km post missing,
325,N1,LRP168,134.0,164963.0,91.5253882,22.9167216,link,Km post missing,
326,N1,LRP168a,866.0,165097.0,91.5259438,22.9156667,bridge,Bridge start,C
327,N1,LRP169,464.0,165963.0,91.5294993,22.9085833,link,Km post missing,
328,N1,LRP169a,3.0,166427.0,91.5314438,22.9046667,bridge,Box culvert,A
329,N1,LRP170,83.0,166963.0,91.5333608,22.9003333,link,Km post missing,
330,N1,LRP170a,637.0,167046.0,91.5336108,22.8994441,link,End of Bituminous Pavment,
331,N1,LRP170b,113.0,167683.0,91.5346941,22.8939997,link,Road to Karerhat (R151),
332,N1,LRP170c,104.0,167796.0,91.5350274,22.8929719,link,Start of Bituminious Pavement,
333,N1,LRP170d,63.0,167900.0,91.5353052,22.8921663,bridge,Box culvert,C
334,N1,LRP171,1000.0,167963.0,91.5354719,22.8916386,link,Km post missing,
335,N1,LRP172,915.0,168963.0,91.5381663,22.8829993,link,Km post missing / Box culvert,
336,N1,LRP172b,2.0,169878.0,91.5407219,22.875166,bridge,Box culvert,A
337,N1,LRP173,162.0,169963.0,91.5409719,22.8744438,link,Km post missing,
338,N1,LRP173a,1.5,170125.0,91.5414441,22.8731382,bridge,Box culvert,A
339,N1,LRP173b,1.5,170681.0,91.5431663,22.868416,bridge,Box culvert,A
340,N1,LRP174,576.0,170963.0,91.5439997,22.8661111,link,Km post missing,
341,N1,LRP174a,8.5,171539.0,91.54512584501992,22.86111772310757,bridge,Box culvert,A
342,N1,LRP174b,3.0,171716.0,91.5454719,22.8595833,bridge,Box culvert,A
343,N1,LRP175,165.0,171963.0,91.5456386,22.8575556,link,Km post missing,
344,N1,LRP175a,3.0,172128.0,91.5457219,22.856,bridge,Box culvert,A
345,N1,LRP175b,3.0,172241.0,91.545833,22.8550556,bridge,Box culvert,A
346,N1,LRP176,17.0,172963.0,91.5463608,22.8486663,link,Km post missing,
347,N1,LRP176a,4.5,172980.0,91.5463886,22.8485274,bridge,Bridge start,A
348,N1,LRP176c,240.0,173370.0,91.5475274,22.8452219,bridge,Box culvert,C
349,N1,LRP176d,353.0,173610.0,91.5482219,22.8432497,bridge,Box culvert,C
350,N1,LRP177,314.0,173963.0,91.5490552,22.8401941,link,Km post missing,
351,N1,LRP177a,686.0,174277.0,91.5492497,22.8372497,bridge,Pipe culvert,C
352,N1,LRP178,872.0,174963.0,91.5503611,22.8313882,link,Km post missing,
353,N1,LRP178a,128.0,175835.0,91.5528333,22.8239438,bridge,Box culvert,C
354,N1,LRP179,1000.0,175963.0,91.5531389,22.8228049,link,Km post missing,
355,N1,LRP180,340.0,176963.0,91.5555833,22.8141389,link,Km post missing,
356,N1,LRP180a,406.0,177303.0,91.5563889,22.8110556,bridge,Box culvert,C
357,N1,LRP180b,252.0,177709.0,91.5579167,22.808,bridge,Box culvert,C
358,N1,LRP180c,2.0,177961.0,91.5589167,22.8059722,bridge,Box culvert,C
359,N1,LRP181,155.0,177963.0,91.5589167,22.8059444,link,Km post missing,
360,N1,LRP181a,4.5,178118.0,91.5591111,22.8045833,bridge,Box culvert,A
361,N1,LRP182,493.0,178963.0,91.5613611,22.7974719,link,Km post missing,
362,N1,LRP182a,23.2,179456.0,91.5633333,22.7934163,bridge,Box Culvert,B
363,N1,LRP182b,35.0,179928.0,91.5654444,22.7896108,bridge,Box culvert,C
364,N1,LRP183,994.0,179963.0,91.5655833,22.7893608,link,Km post missing,
365,N1,LRP183a,6.0,180957.0,91.5695271,22.7813327,bridge,Bridge start,C
366,N1,LRP184,15.0,180963.0,91.5695827,22.7812216,link,Km post missing,
367,N1,LRP184a,9.7,180978.0,91.5696382,22.7811382,bridge,Bridge end,A
368,N1,LRP184b,475.0,181464.0,91.5713327,22.7771104,link,Road to Narayanhat (Z1021),
369,N1,LRP184c,24.0,181939.0,91.5733604,22.7732771,bridge,Box culvert,C
370,N1,LRP185,469.0,181963.0,91.5734716,22.7730271,link,Km post missing,
371,N1,LRP185a,4.0,182432.0,91.5756104,22.7693604,bridge,Box culvert,A
372,N1,LRP185b,529.0,182434.0,91.5779993,22.7661944,bridge,Box culvert,C
373,N1,LRP186,453.0,182963.0,91.5785549,22.7654722,link,Km post missing,
374,N1,LRP186a,12.9,183416.0,91.5811382,22.7621944,bridge,Box culvert,A
375,N1,LRP187,820.0,183963.0,91.5845274,22.7585278,link,Km post missing,
376,N1,LRP187a,3.0,184783.0,91.5893608,22.7526389,bridge,Bridge start,A
377,N1,LRP188,232.0,184963.0,91.5903608,22.7513333,link,Km post missing,
378,N1,LRP188a,768.0,185195.0,91.5916386,22.7496386,bridge,Box culvert,C
379,N1,LRP189,32.0,185963.0,91.5949163,22.7435552,link,Km post missing,
380,N1,LRP189a,968.0,185995.0,91.5950274,22.7433052,bridge,Box culvert,C
381,N1,LRP190,12.0,186963.0,91.5979441,22.7349997,link,Km post missing,
382,N1,LRP190a,3.0,186975.0,91.5979719,22.7349163,bridge,Box culvert,A
383,N1,LRP191,539.0,187963.0,91.6007778,22.7263882,link,Km post missing,
384,N1,LRP191a,3.0,188502.0,91.6030833,22.7221104,bridge,Box culvert,A
385,N1,LRP192,260.0,188963.0,91.6053056,22.7185549,link,Km post missing,
386,N1,LRP192a,75.0,189223.0,91.6065556,22.7165556,bridge,Box culvert,C
387,N1,LRP192b,215.0,189298.0,91.6069167,22.716,bridge,Box culvert,C
388,N1,LRP193,256.0,189513.0,91.6079444,22.7143889,link,"Ctg 52 km,Sitakhada 12 km",
389,N1,LRP193a,19.2,189769.0,91.6090556,22.7124167,bridge,Box culvert,A
390,N1,LRP193b,137.0,190376.0,91.6118056,22.7076111,bridge,Box Culvert,C
391,N1,LRP194,68.0,190513.0,91.6123611,22.7065556,link,Km post missing,
392,N1,LRP194a,4.2,190581.0,91.6126944,22.706,bridge,Box culvert,A
393,N1,LRP194b,381.0,190923.0,91.6142222,22.7033056,bridge,Box culvert,C
394,N1,LRP194c,220.0,191304.0,91.6157778,22.7002222,bridge,Box culvert,C
395,N1,LRP195,784.0,191524.0,91.616666,22.6984997,link,"Ctg 50 km,Sitakanda 10 km",
396,N1,LRP195a,3.2,192308.0,91.6198604,22.6919719,bridge,Box culvert,A
397,N1,LRP196,98.0,192524.0,91.6205271,22.6904163,link,Km post missing,
398,N1,LRP196a,6.0,192622.0,91.6208327,22.689583,bridge,Box culvert,A
399,N1,LRP196b,317.0,193166.0,91.6228327,22.685083,bridge,Box culvert,C
400,N1,LRP197,670.0,193483.0,91.6241938,22.6825549,link,"Ctg 48 km,Sitakanda 8 km",
401,N1,LRP197a,3.0,194153.0,91.6268327,22.6769438,bridge,Box culvert,A
402,N1,LRP197b,3.0,194384.0,91.6274438,22.6751382,bridge,Box culvert,A
403,N1,LRP198,120.0,194483.0,91.6277493,22.6743049,link,Km post missing,
404,N1,LRP198a,3.0,194603.0,91.6280827,22.6733049,link,Road to Haidchokia (Z1086),A
405,N1,LRP198b,506.0,194734.0,91.6285271,22.6722493,bridge,Box culvert,C
406,N1,LRP198c,370.0,195240.0,91.6301104,22.6678604,bridge,Box culvert,C
407,N1,LRP199,138.0,195610.0,91.6315549,22.6649167,link,"Ctg 46 km,Sitakanda 6 km",
408,N1,LRP199a,3.1,195748.0,91.6321382,22.6638333,bridge,Box culvert,A
409,N1,LRP199b,4.6,196288.0,91.6347219,22.6596667,bridge,Box culvert,A
410,N1,LRP200,357.0,196610.0,91.636333,22.6571389,link,Km post missing,
411,N1,LRP200a,209.0,196967.0,91.6381386,22.6543889,bridge,Box culvert,C
412,N1,LRP200b,411.0,197176.0,91.6391663,22.6527778,bridge,Box culvert,C
413,N1,LRP201,67.0,197587.0,91.640833,22.6494997,link,"Ctg 44 km,Sitakanda 4 km",
414,N1,LRP201a,3.0,197654.0,91.6411108,22.6489997,bridge,Box culvert,A
415,N1,LRP201b,3.0,198117.0,91.6430552,22.6452774,bridge,Box culvert,A
416,N1,LRP202,974.0,198587.0,91.6451108,22.641583,link,Km post missing,
417,N1,LRP202a,3.0,199561.0,91.6494719,22.6338608,bridge,Box culvert,A
418,N1,LRP203,135.0,199648.0,91.649833,22.6330827,link,"Ctg 42 km,Sitakanda 2 km",
419,N1,LRP203a,3.0,199783.0,91.6503889,22.6320271,bridge,Box culvert,A
420,N1,LRP203b,3.0,200565.0,91.6541389,22.625916,bridge,Box culvert,A
421,N1,LRP204,219.0,200648.0,91.6545278,22.6252216,link,Km post missing,
422,N1,LRP204a,4.6,200867.0,91.6553056,22.6234716,bridge,Box culvert,A
423,N1,LRP204b,163.0,201200.0,91.6563611,22.6206938,bridge,Box culvert,C
424,N1,LRP204c,273.0,201363.0,91.6568889,22.6194993,bridge,Bridge start,C
425,N1,LRP204f,91.0,201636.0,91.65825,22.6175271,bridge,Box culvert,C
426,N1,LRP205,16.0,201727.0,91.65875,22.6169716,link,"Ctg 40 km,Sitakanda 0 km",
427,N1,LRP205a,3.0,201743.0,91.6588611,22.6168604,bridge,Box culvert,A
428,N1,LRP205b,372.0,202355.0,91.6622222,22.6123889,bridge,Box culvert,C
429,N1,LRP206,72.0,202727.0,91.6638333,22.6094444,link,Km post missing,
430,N1,LRP206a,2.95,202799.0,91.6641111,22.6088889,bridge,Box culvert,A
431,N1,LRP207,130.0,203751.0,91.6688327,22.6015833,link,Ctg 38 km,
432,N1,LRP207a,4.5,203881.0,91.6692771,22.601,bridge,Box culvert,A
433,N1,LRP207b,49.0,203996.0,91.6699438,22.6000556,bridge,Box culvert,C
434,N1,LRP207c,681.0,204045.0,91.6703049,22.5994441,bridge,Box culvert,C
435,N1,LRP207d,25.0,204726.0,91.6737771,22.5942219,bridge,Box culvert,C
436,N1,LRP208,408.0,204751.0,91.6738327,22.5939997,link,Km post missing,
437,N1,LRP208a,22.25,205159.0,91.6754716,22.5907497,bridge,Box culvert,C
438,N1,LRP209,117.0,205916.0,91.6780827,22.584583,link,Info.Missing,
439,N1,LRP209a,10.2,206033.0,91.6784716,22.5836663,bridge,Bridge start,A
440,N1,LRP209c,331.0,206402.0,91.6799438,22.580666,link,Road to Katirhat (Z1087),
441,N1,LRP209d,183.0,206733.0,91.6811382,22.5779438,bridge,Box culvert,C
442,N1,LRP210,377.0,206916.0,91.6818049,22.5763604,link,Km post missing,
443,N1,LRP210a,3.0,207293.0,91.6830827,22.5731938,bridge,Bridge start,A
444,N1,LRP211,178.0,207916.0,91.6846941,22.5679716,link,Km post missing,
445,N1,LRP211a,4.1,208094.0,91.6851663,22.5664722,bridge,Box culvert,A
446,N1,LRP211b,231.0,208369.0,91.6859163,22.5641389,bridge,Bridge start,C
447,N1,LRP211d,316.0,208600.0,91.6863608,22.5624722,bridge,Box culvert,C
448,N1,LRP212,939.0,208916.0,91.6872219,22.5594444,link,Km post missing,
449,N1,LRP213,144.0,209855.0,91.6896941,22.5514167,link,Ctg 32 km,
450,N1,LRP213a,3.0,209999.0,91.6902774,22.5503056,bridge,Bridge start,A
451,N1,LRP214,119.0,210855.0,91.6945274,22.5438886,link,Km post missing,
452,N1,LRP214a,8.2,210974.0,91.6950274,22.5428608,bridge,Box culvert,A
453,N1,LRP215,90.0,211856.0,91.6979441,22.5354997,link,Ctg 30 km,
454,N1,LRP215a,3.0,211946.0,91.698333,22.5347774,bridge,Box culvert,A
455,N1,LRP216,957.0,212856.0,91.7019444,22.5273049,link,Km post missing,
456,N1,LRP216a,83.0,213813.0,91.7053611,22.519416,bridge,Bridge start,C
457,N1,LRP217,276.0,213896.0,91.7055556,22.5187216,link,Ctg 28 km,
458,N1,LRP217a,41.11,214172.0,91.7065833,22.5165556,bridge,Bridge start,A
459,N1,LRP217c,194.0,214399.0,91.7074444,22.5147222,bridge,Box culvert,C
460,N1,LRP217d,303.0,214593.0,91.7080833,22.5131389,bridge,Bridge start,C
461,N1,LRP218,144.0,214896.0,91.7090833,22.5106111,link,Km post missing,
462,N1,LRP218a,4.5,215040.0,91.7096389,22.5094444,bridge,Bridge start,A
463,N1,LRP218c,548.0,215291.0,91.7105556,22.5074444,bridge,Bridge start,C
464,N1,LRP218e,57.0,215839.0,91.7128056,22.503,bridge,Box culvert,C
465,N1,LRP219,685.0,215896.0,91.7130556,22.5025556,link,Km post missing,
466,N1,LRP219a,3.0,216581.0,91.7155556,22.4969163,bridge,Bridge start,B
467,N1,LRP220,887.0,216896.0,91.7170827,22.494583,link,Km post missing,
468,N1,LRP220a,4.5,217783.0,91.7192771,22.4869441,bridge,Box culvert,A
469,N1,LRP221,297.0,217957.0,91.7195549,22.4854163,link,Ctg 24 km,
470,N1,LRP221a,6.0,218254.0,91.72005100244988,22.48280706570156,bridge,Box culvert,A
471,N1,LRP221b,114.0,218855.0,91.7210549,22.4775271,bridge,Bridge start,C
472,N1,LRP222,883.0,218969.0,91.7213327,22.4765271,link,Info.Missing,
473,N1,LRP222a,136.0,219852.0,91.7250549,22.4694438,bridge,Box culvert,C
474,N1,LRP223,1000.0,219988.0,91.7255827,22.468416,link,Ctg 22 km,
475,N1,LRP224,184.0,220988.0,91.7295827,22.4603056,link,Km post missing,
476,N1,LRP224a,3.0,221172.0,91.7303604,22.4588333,bridge,Bridge start,A
477,N1,LRP225,1000.0,222006.0,91.7331283022124,22.45182350044248,link,Info.Missing,
478,N1,LRP226,104.0,223006.0,91.7364163,22.4433886,link,Km post missing,
479,N1,LRP226a,3.0,223110.0,91.7366663,22.4424997,bridge,Bridge start,A
480,N1,LRP227,137.0,224066.0,91.7396941,22.4349719,link,Km post missing,
481,N1,LRP227a,311.0,224203.0,91.7403608,22.4333049,bridge,Box culvert,C
482,N1,LRP227b,492.0,224514.0,91.7415274,22.4307493,bridge,Bridge start,C
483,N1,LRP228,1000.0,225006.0,91.7439997,22.4269716,link,Km post missing,
484,N1,LRP229,165.0,226006.0,91.7497774,22.4198882,link,Km post missing,
485,N1,LRP229a,835.0,226171.0,91.7504722,22.4185549,bridge,Bridge start,C
486,N1,LRP230,200.0,227006.0,91.7543611,22.4119167,link,Km post missing,
487,N1,LRP230a,5.0,227206.0,91.7544444,22.4101111,link,End of Bituminous Pavement,A
488,N1,LRP230b,2.0,227412.0,91.7551389,22.4084167,bridge,Box culvert,C
489,N1,LRP230c,592.0,227414.0,91.75514357643098,22.40839921010101,link,Start of Bituminous Pavement,
490,N1,LRP231,400.0,228006.0,91.7565278,22.4032222,link,Km post missing,
491,N1,LRP231a,3.0,228406.0,91.7573333,22.3996108,link,Road to Biman Bandar (Z1016),A
492,N1,LRP231b,18.0,228510.0,91.7576667,22.3988608,bridge,Bridge start,A
493,N1,LRP232,59.0,229006.0,91.7586944,22.3944997,link,Km post missing,
494,N1,LRP232a,3.0,229065.0,91.7588056,22.3937774,link,"N111, Port Connecting Road",A
495,N1,LRP232b,351.0,229282.0,91.75925,22.3921108,bridge,Box culvert,C
496,N1,LRP232c,373.0,229633.0,91.7605,22.3892497,bridge,Bridge start,C
497,N1,LRP233,625.0,230006.0,91.7618333,22.3861663,link,Km post missing,
498,N1,LRP233a,8.3,230631.0,91.7652222,22.3815271,bridge,Box culvert,A
499,N1,LRP234,436.0,231006.0,91.7675827,22.379166,link,Km post missing,
500,N1,LRP234a,3.0,231442.0,91.770416,22.3764716,bridge,Bridge start,A
501,N1,LRP235,555.0,232006.0,91.7741938,22.369166,link,Km post missing,
502,N1,LRP235a,193.0,232561.0,91.777666,22.3691382,source,End of Bituminous Road,
