id,road,LRPName,length,chainage,lon,lat,model_type,name,condition
714,N1,LRP355a,180.0,350309.0,92.06399479375,21.610086825,bridge,Box culvert,A
715,N1,LRP_inserted,0.0,0.0,92.063205746875,21.6086962125,link,inserted_link,NaN
716,N1,LRP355b,797.0,350489.0,92.0624167,21.6073056,bridge,Box culvert,A
717,N1,LRP356,57.0,351286.0,92.0619444,21.6039167,link,"Cox,s Bazar 39 km",
718,N1,LRP356a,341.0,351343.0,92.061920540201,21.603029505025123,bridge,Box culvert,A
719,N1,LRP_inserted,0.0,0.0,92.0618491701005,21.60037570251256,link,inserted_link,NaN
720,N1,LRP356b,602.0,351684.0,92.0617778,21.5977219,bridge,Box culvert,A
721,N1,LRP357,82.0,352286.0,92.0611944,21.5951108,link,Cox's Bazar 38km,
722,N1,LRP357a,14.0,352368.0,92.06161870980392,21.59379884019608,bridge,Box culvert,A
723,N1,LRP_inserted,0.0,0.0,92.06246215490197,21.59119092009804,link,inserted_link,NaN
724,N1,LRP357b,504.0,352694.0,92.0633056,21.588583,bridge,Box culvert,A
725,N1,LRP358,100.0,353198.0,92.0650278,21.5875274,link,"Cox,s Bazar 37 km",
726,N1,LRP358a,3.0,353298.0,92.0650278,21.5861941,bridge,Box culvert,A
727,N1,LRP_inserted,0.0,0.0,92.065125,21.58551355,link,inserted_link,NaN
728,N1,LRP358b,2.5,353466.0,92.0652222,21.584833,bridge,Box culvert,A
729,N1,LRP359,129.0,354197.0,92.0668049,21.5791938,link,Cox's Bazar 36 km,
730,N1,LRP359a,7.5,354326.0,92.0697216,21.5769993,bridge,Box culvert,A
731,N1,LRP360,694.0,355167.0,92.0718049,21.5717216,link,"Cox,s Bazar 35 km",
732,N1,LRP360a,14.0,355861.0,92.0702493,21.564,bridge,Box Culvert,A
733,N1,LRP361,135.0,356187.0,92.0700271,21.5629444,link,"Cox,s Bazar 34 km",
734,N1,LRP361a,121.0,356322.0,92.0696382,21.5618056,bridge,Box Culvert,A
735,N1,LRP_inserted,0.0,0.0,92.06945765,21.56131945,link,inserted_link,NaN
736,N1,LRP361b,746.0,356443.0,92.0692771,21.5608333,bridge,Box Culvert,A
737,N1,LRP362,196.0,357189.0,92.0679716,21.5555,link,"Cos,x Bazar 33 km",
738,N1,LRP362a,475.0,357385.0,92.067916,21.5553056,bridge,Bridge start,A
739,N1,LRP_inserted,0.0,0.0,92.06749934999999,21.55188875,link,inserted_link,NaN
740,N1,LRP362c,229.0,357860.0,92.0670827,21.5484719,bridge,Bridge start,A
741,N1,LRP363,1936.0,358089.0,92.0668327,21.546583,link,"Cox,s Bazar 32 km",
742,N1,LRP365a,14.0,360025.0,92.0650833,21.5283049,bridge,Box culvert,B
743,N1,LRP_inserted,0.0,0.0,92.06513885,21.52738825,link,inserted_link,NaN
744,N1,LRP365b,344.0,360237.0,92.0651944,21.5264716,bridge,Box culvert,A
745,N1,LRP_inserted,0.0,0.0,92.06540275,21.5249716,link,inserted_link,NaN
746,N1,LRP365c,159.0,360581.0,92.0656111,21.5234716,bridge,Bridge start,A
747,N1,LRP_inserted,0.0,0.0,92.06573610000001,21.52277715,link,inserted_link,NaN
748,N1,LRP365e,162.0,360740.0,92.0658611,21.5220827,bridge,Box culvert,A
749,N1,LRP366,555.0,360902.0,92.0661667,21.520666,link,"Cox,s Bazar 29 km",
750,N1,LRP366a,424.0,361457.0,92.068166,21.5161111,bridge,Box culvert,A
751,N1,LRP_inserted,0.0,0.0,92.0690132,21.514402750000002,link,inserted_link,NaN
752,N1,LRP366b,27.0,361881.0,92.0698604,21.5126944,bridge,Box culvert,A
753,N1,LRP367,512.0,361908.0,92.0699438,21.5125556,link,Cox.s Bazar 28 km,
754,N1,LRP367a,9.2,362420.0,92.0717493,21.5083889,bridge,Box culvert,A
755,N1,LRP_inserted,0.0,0.0,92.07233264999999,21.50768055,link,inserted_link,NaN
756,N1,LRP367b,284.0,362624.0,92.072916,21.5069722,bridge,Box culvert,A
757,N1,LRP368,911.0,362908.0,92.0745549,21.505,link,Cox's Bazar 27km,
758,N1,LRP368a,1.5,363819.0,92.0765549,21.4974719,bridge,Box culvert,A
759,N1,LRP369,48.0,363908.0,92.0769438,21.4968608,link,Cox's Bazar 26km,
760,N1,LRP369a,3.0,363956.0,92.077166,21.4964441,bridge,Box culvert,A
761,N1,LRP370,1260.0,364861.0,92.0818049,21.4901941,link,"Cox,s Bazar 25 km",
762,N1,LRP371a,8.2,366121.0,92.091333,21.4851386,bridge,Box culvert,A
763,N1,LRP372,358.0,366821.0,92.0938886,21.4793604,link,Cox.s Bazar 23 km,
764,N1,LRP372a,12.4,367179.0,92.0957497,21.4767771,bridge,Box culvert,A
765,N1,LRP_inserted,0.0,0.0,92.096458,21.475915999999998,link,inserted_link,NaN
766,N1,LRP372b,522.0,367429.0,92.0971663,21.4750549,bridge,Box culvert,A
767,N1,LRP373,21.0,367951.0,92.0997497,21.4713604,link,"Cox,s Bazar 22 km",
768,N1,LRP373a,2.0,367972.0,92.0998886,21.4712216,bridge,Bridge start,A
769,N1,LRP_inserted,0.0,0.0,92.1011943,21.4689716,link,inserted_link,NaN
770,N1,LRP373c,367.0,368565.0,92.1025,21.4667216,bridge,Box culvert,A
771,N1,LRP374,1349.0,368932.0,92.1029167,21.4635833,link,"Cox,s Bazar 21 km",
772,N1,LRP375a,13.0,370281.0,92.10075,21.4545,bridge,Box culvert,A
773,N1,LRP_inserted,0.0,0.0,92.10009705,21.452888899999998,link,inserted_link,NaN
774,N1,LRP375b,222.0,370703.0,92.0994441,21.4512778,bridge,Box culvert,A
775,N1,LRP376,66.2,370925.0,92.0994997,21.4496108,link,"Cox,s Bazar 19 km",
776,N1,LRP376b,224.0,371580.0,92.1014167,21.443833,bridge,Box culvert,A
777,N1,LRP_inserted,0.0,0.0,92.1011389,21.44299965,link,inserted_link,NaN
778,N1,LRP376c,118.0,371804.0,92.1008611,21.4421663,bridge,Bridge start,A
779,N1,LRP377,467.0,371922.0,92.1003611,21.4413608,link,"Cox,s Bazar 18 km",
780,N1,LRP377a,148.5,372389.0,92.0984997,21.4375552,bridge,Box culvert,A
781,N1,LRP_inserted,0.0,0.0,92.09794415,21.436069099999997,link,inserted_link,NaN
782,N1,LRP377b,149.0,372733.0,92.0973886,21.434583,bridge,Box culvert,A
783,N1,LRP378,285.0,372882.0,92.0969997,21.4334441,link,"Cox,s Bazar 17 km",
784,N1,LRP378a,229.0,373167.0,92.0961941,21.4310271,bridge,Box culvert,A
785,N1,LRP_inserted,0.0,0.0,92.0958469,21.4300271,link,inserted_link,NaN
786,N1,LRP378b,11.3,373396.0,92.0954997,21.4290271,bridge,Box culvert,C
787,N1,LRP378c,113.0,373475.0,92.0951941,21.4284993,link,Ramu old Section (N109),
788,N1,LRP378d,284.0,373588.0,92.0941663,21.4283604,bridge,Box culvert,A
789,N1,LRP379,191.0,373872.0,92.0914719,21.4281104,link,"Cox,s Bazar 16 km",
790,N1,LRP379a,2.4,374063.0,92.0896108,21.427916,bridge,Bridge start,C
791,N1,LRP_inserted,0.0,0.0,92.08684690000001,21.4275132,link,inserted_link,NaN
792,N1,LRP379c,8.1,374649.0,92.084083,21.4271104,bridge,Box culvert,C
793,N1,LRP380,176.0,374856.0,92.0821104,21.4269716,link,"Cox,s Bazar 15 km",
794,N1,LRP380a,10.9,375032.0,92.0804716,21.4267771,bridge,Box culvert,A
795,N1,LRP_inserted,0.0,0.0,92.07862435,21.426624349999997,link,inserted_link,NaN
796,N1,LRP380b,404.0,375416.0,92.0767771,21.4264716,bridge,Box culvert,A
797,N1,LRP381,261.0,375820.0,92.0730827,21.4267216,link,"Cox,s Bazar 14 km",
798,N1,LRP381a,739.0,376081.0,92.0707216,21.427416,bridge,Box culvert,A
799,N1,LRP382,131.0,376820.0,92.0643611,21.4276938,link,Cox's Bazar 13km,
800,N1,LRP382a,3.0,376951.0,92.0632778,21.4270827,bridge,Box culvert,A
801,N1,LRP_inserted,0.0,0.0,92.06205555,21.4272077,link,inserted_link,NaN
802,N1,LRP382b,2.8,377214.0,92.0608333,21.4273327,bridge,Box culvert,A
803,N1,LRP_inserted,0.0,0.0,92.05924999999999,21.427610450000003,link,inserted_link,NaN
804,N1,LRP382c,238.0,377551.0,92.0576667,21.4278882,bridge,Box culvert,A
805,N1,LRP_inserted,0.0,0.0,92.0565417,21.427971550000002,link,inserted_link,NaN
806,N1,LRP382d,29.0,377789.0,92.0554167,21.4280549,bridge,Box culvert,A
807,N1,LRP383,232.0,377818.0,92.0551389,21.4280827,link,"Cox,s Bazar 12 km",
808,N1,LRP383a,1.6,378050.0,92.0529444,21.4280549,bridge,Box culvert,A
809,N1,LRP_inserted,0.0,0.0,92.05069424999999,21.4277771,link,inserted_link,NaN
810,N1,LRP383b,3.6,378513.0,92.0484441,21.4274993,bridge,Bridge start,A
811,N1,LRP384,234.0,378803.0,92.0461941,21.4287771,link,"Cox,s Bazar 11 km",
812,N1,LRP384a,8.3,379037.0,92.044083,21.4295549,bridge,Box culvert,A
813,N1,LRP_inserted,0.0,0.0,92.0416802,21.4296799,link,inserted_link,NaN
814,N1,LRP384b,254.0,379537.0,92.0392774,21.4298049,bridge,Box culvert,A
815,N1,LRP385,224.0,379791.0,92.0368608,21.4296938,link,"Cox,s Bazar 10 km",
816,N1,LRP385a,362.0,380015.0,92.0348608,21.4289716,bridge,Box culvert,A
817,N1,LRP_inserted,0.0,0.0,92.03323560000001,21.4292077,link,inserted_link,NaN
818,N1,LRP385b,2.7,380377.0,92.0316104,21.4294438,bridge,Bridge start,B
819,N1,LRP_inserted,0.0,0.0,92.03045765,21.4299299,link,inserted_link,NaN
820,N1,LRP385d,1.8,380651.0,92.0293049,21.430416,bridge,Box culvert,C
821,N1,LRP386,46.0,380757.0,92.0283604,21.430166,link,"Cox,s Bazar 9 km",
822,N1,LRP386a,0.8,380803.0,92.0279716,21.4298882,bridge,Box culvert,A
823,N1,LRP_inserted,0.0,0.0,92.02577715000001,21.42806875,link,inserted_link,NaN
824,N1,LRP386b,65.0,381416.0,92.0235827,21.4262493,bridge,Box culvert,A
825,N1,LRP386c,583.5,381481.0,92.023166,21.4258604,link,"N110,Link road-Cox' Bazar, (Labonir more)",A
826,N1,LRP387a,1.3,382076.0,92.0274438,21.4225549,bridge,Box culvert,A
827,N1,LRP_inserted,0.0,0.0,92.0276521,21.4223188,link,inserted_link,NaN
828,N1,LRP387b,1.3,382147.0,92.0278604,21.4220827,bridge,Box culvert,A
829,N1,LRP388,266.0,382473.0,92.0302493,21.4199716,link,"Teknaf 78 km,Uttia 24 km",
830,N1,LRP388a,1.3,382739.0,92.032416,21.4191104,bridge,Box culvert,A
831,N1,LRP_inserted,0.0,0.0,92.0338606,21.4178052,link,inserted_link,NaN
832,N1,LRP388b,182.0,383188.0,92.0353052,21.4165,bridge,Box culvert,A
833,N1,LRP_inserted,0.0,0.0,92.03601355,21.416069450000002,link,inserted_link,NaN
834,N1,LRP388c,7.1,383370.0,92.0367219,21.4156389,bridge,Box culvert,C
835,N1,LRP389,235.0,383505.0,92.037833,21.4150556,link,"Teknaf 77 km,Uthia 23 km",
836,N1,LRP389a,2.5,383740.0,92.0393886,21.4135833,bridge,Box culvert,A
837,N1,LRP_inserted,0.0,0.0,92.0394858,21.41281945,link,inserted_link,NaN
838,N1,LRP389b,1.3,384107.0,92.039583,21.4120556,bridge,Box culvert,A
839,N1,LRP_inserted,0.0,0.0,92.0416941,21.4117778,link,inserted_link,NaN
840,N1,LRP389c,2.2,384279.0,92.0438052,21.4115,bridge,Bridge start,C
841,N1,LRP_inserted,0.0,0.0,92.04455519999999,21.410902800000002,link,inserted_link,NaN
842,N1,LRP389e,57.0,384490.0,92.0453052,21.4103056,bridge,Box culvert,A
843,N1,LRP390,243.0,384547.0,92.0458052,21.4101111,link,"Teknaf 76 km,Uthia 22 km",
844,N1,LRP390a,21.5,384790.0,92.0480552,21.41025,bridge,Box culvert,A
845,N1,LRP_inserted,0.0,0.0,92.04944425,21.41029165,link,inserted_link,NaN
846,N1,LRP390b,273.0,385115.0,92.0508333,21.4103333,bridge,Box culvert,A
847,N1,LRP_inserted,0.0,0.0,92.05201385,21.409875,link,inserted_link,NaN
848,N1,LRP390c,11.3,385388.0,92.0531944,21.4094167,bridge,Box culvert,C
849,N1,LRP391,210.0,385568.0,92.05475,21.4090833,link,"Teknaf 75 km,Uthia 21 km",
850,N1,LRP391a,14.1,385778.0,92.056,21.4079722,bridge,Box culvert,A
851,N1,LRP_inserted,0.0,0.0,92.0565278,21.4073472,link,inserted_link,NaN
852,N1,LRP391b,293.0,385947.0,92.0570556,21.4067222,bridge,Box culvert,A
853,N1,LRP_inserted,0.0,0.0,92.05823615,21.40629165,link,inserted_link,NaN
854,N1,LRP391c,2.3,386240.0,92.0594167,21.4058611,bridge,Box culvert,B
855,N1,LRP392,157.0,386508.0,92.0619722,21.4040556,link,Km post missing,
856,N1,LRP392a,481.0,386665.0,92.0628333,21.4039167,bridge,Box culvert,A
857,N1,LRP_inserted,0.0,0.0,92.0643472,21.4024028,link,inserted_link,NaN
858,N1,LRP392b,263.0,387146.0,92.0658611,21.4008889,bridge,Box culvert,A
859,N1,LRP_inserted,0.0,0.0,92.06620835000001,21.3997915,link,inserted_link,NaN
860,N1,LRP392c,181.0,387409.0,92.0665556,21.3986941,bridge,Bridge start,A
861,N1,LRP_inserted,0.0,0.0,92.0667219,21.397930199999998,link,inserted_link,NaN
862,N1,LRP392e,19.0,387590.0,92.0668882,21.3971663,bridge,Box culvert,A
863,N1,LRP393,435.0,387609.0,92.066916,21.3969719,link,"Teknaf 74 km,Uthia 20 km",
864,N1,LRP393a,45.6,388044.0,92.068166,21.393333,bridge,Box culvert,C
865,N1,LRP_inserted,0.0,0.0,92.06842990000001,21.391221899999998,link,inserted_link,NaN
866,N1,LRP393b,75.0,388528.0,92.0686938,21.3891108,bridge,Bridge start,A
867,N1,LRP394,148.0,388603.0,92.0692771,21.3885274,link,"Teknaf 73 km, Ukhia 19km",
868,N1,LRP394a,176.0,388751.0,92.0697771,21.3873052,bridge,Box culvert,A
869,N1,LRP_inserted,0.0,0.0,92.07011045,21.3865969,link,inserted_link,NaN
870,N1,LRP394b,153.0,388927.0,92.0704438,21.3858886,bridge,Box culvert,A
871,N1,LRP_inserted,0.0,0.0,92.07047155000001,21.3852358,link,inserted_link,NaN
872,N1,LRP394c,1.3,389080.0,92.0704993,21.384583,bridge,Box culvert,B
873,N1,LRP_inserted,0.0,0.0,92.07054099999999,21.38426355,link,inserted_link,NaN
874,N1,LRP394d,152.0,389156.0,92.0705827,21.3839441,bridge,Box culvert,A
875,N1,LRP_inserted,0.0,0.0,92.0708049,21.38331895,link,inserted_link,NaN
876,N1,LRP394e,49.3,389308.0,92.0710271,21.3826938,bridge,Box culvert,C
877,N1,LRP_inserted,0.0,0.0,92.07105490000001,21.38199935,link,inserted_link,NaN
878,N1,LRP394f,30.0,389476.0,92.0710827,21.3813049,bridge,Box culvert,A
879,N1,LRP_inserted,0.0,0.0,92.0710827,21.38120765,link,inserted_link,NaN
880,N1,LRP394g,179.0,389506.0,92.0710827,21.3811104,bridge,Box culvert,A
881,N1,LRP395,91.0,389685.0,92.0706104,21.3796104,link,"Teknaf 72 km,Uthia 18 km",
882,N1,LRP395a,154.0,389776.0,92.0703327,21.378916,bridge,Box culvert,A
883,N1,LRP_inserted,0.0,0.0,92.07034655,21.37824935,link,inserted_link,NaN
884,N1,LRP395b,39.0,389930.0,92.0703604,21.3775827,bridge,Box culvert,A
885,N1,LRP_inserted,0.0,0.0,92.0704854,21.377485450000002,link,inserted_link,NaN
886,N1,LRP395c,182.0,389969.0,92.0706104,21.3773882,bridge,Box culvert,A
887,N1,LRP_inserted,0.0,0.0,92.07120765,21.3768049,link,inserted_link,NaN
888,N1,LRP395d,165.0,390151.0,92.0718049,21.3762216,bridge,Box culvert,A
889,N1,LRP_inserted,0.0,0.0,92.072291,21.37573545,link,inserted_link,NaN
890,N1,LRP395e,115.0,390316.0,92.0727771,21.3752493,bridge,Box culvert,A
891,N1,LRP_inserted,0.0,0.0,92.07313819999999,21.375013199999998,link,inserted_link,NaN
892,N1,LRP395f,65.0,390431.0,92.0734993,21.3747771,bridge,Box culvert,A
893,N1,LRP_inserted,0.0,0.0,92.07373544999999,21.374665999999998,link,inserted_link,NaN
894,N1,LRP395g,173.0,390496.0,92.0739716,21.3745549,bridge,Box culvert,A
895,N1,LRP_inserted,0.0,0.0,92.07474934999999,21.374402099999998,link,inserted_link,NaN
896,N1,LRP395h,16.0,390669.0,92.0755271,21.3742493,bridge,Box culvert,A
897,N1,LRP396,158.0,390685.0,92.0756938,21.3742493,link,"Teknaf 71km, Ukhia 17km",
898,N1,LRP396a,2.3,390843.0,92.0768327,21.3736938,bridge,Box culvert,C
899,N1,LRP_inserted,0.0,0.0,92.0770827,21.3734438,link,inserted_link,NaN
900,N1,LRP396b,61.3,390926.0,92.0773327,21.3731938,bridge,Box culvert,D
901,N1,LRP_inserted,0.0,0.0,92.0779438,21.37234655,link,inserted_link,NaN
902,N1,LRP396c,206.0,391155.0,92.0785549,21.3714993,bridge,Box culvert,A
903,N1,LRP_inserted,0.0,0.0,92.07908265,21.370666,link,inserted_link,NaN
904,N1,LRP396d,262.0,391361.0,92.0796104,21.3698327,bridge,Box culvert,A
905,N1,LRP_inserted,0.0,0.0,92.07997155000001,21.36886045,link,inserted_link,NaN
906,N1,LRP396e,134.0,391623.0,92.0803327,21.3678882,bridge,Box culvert,A
907,N1,LRP_inserted,0.0,0.0,92.08055490000001,21.367416,link,inserted_link,NaN
908,N1,LRP396f,84.0,391757.0,92.0807771,21.3669438,bridge,Box culvert,A
909,N1,LRP397,64.0,391841.0,92.0810549,21.3662778,link,"Teknaf 70 km,Uthia 16 km",
910,N1,LRP397a,151.0,391905.0,92.0812771,21.3657222,bridge,Box culvert,A
911,N1,LRP_inserted,0.0,0.0,92.08134655,21.36506945,link,inserted_link,NaN
912,N1,LRP397b,341.0,392056.0,92.081416,21.3644167,bridge,Box culvert,A
913,N1,LRP_inserted,0.0,0.0,92.0810271,21.36295835,link,inserted_link,NaN
914,N1,LRP397c,428.0,392397.0,92.0806382,21.3615,bridge,Box culvert,A
915,N1,LRP_inserted,0.0,0.0,92.07983265,21.35979165,link,inserted_link,NaN
916,N1,LRP397d,44.0,392825.0,92.0790271,21.3580833,bridge,Box culvert,A
917,N1,LRP398,64.0,392869.0,92.0790271,21.35775,link,"Teknaf 69 km,Uthia 15 km",
918,N1,LRP398a,14.1,392933.0,92.0791104,21.3571944,bridge,Box culvert,A
919,N1,LRP_inserted,0.0,0.0,92.07909655,21.35676385,link,inserted_link,NaN
920,N1,LRP398b,11.0,393029.0,92.0790827,21.3563333,bridge,Box culvert,B
921,N1,LRP_inserted,0.0,0.0,92.0790827,21.35579165,link,inserted_link,NaN
922,N1,LRP398c,305.0,393154.0,92.0790827,21.35525,bridge,Box culvert,A
923,N1,LRP_inserted,0.0,0.0,92.0787077,21.35395835,link,inserted_link,NaN
924,N1,LRP398d,10.3,393459.0,92.0783327,21.3526667,bridge,Box culvert,A
925,N1,LRP399,312.0,393876.0,92.0784716,21.3490552,link,"Teknaf 68 km,Uthia 14 km",
926,N1,LRP399a,561.0,394188.0,92.0790271,21.3463608,bridge,Bridge start,A
927,N1,LRP_inserted,0.0,0.0,92.0789299,21.34393025,link,inserted_link,NaN
928,N1,LRP399c,123.0,394749.0,92.0788327,21.3414997,bridge,Box culvert,A
929,N1,LRP400,268.0,394872.0,92.0784993,21.3404997,link,"Teknaf 67 km,Uthia 13 km",
930,N1,LRP400a,14.0,395140.0,92.078916,21.3381941,bridge,Box culvert,A
931,N1,LRP_inserted,0.0,0.0,92.07899935,21.33533285,link,inserted_link,NaN
932,N1,LRP400b,23.5,395797.0,92.0790827,21.3324716,bridge,Box culvert,A
933,N1,LRP401,158.0,395961.0,92.0788604,21.3311104,link,"Teknaf 66 km,Uthia 12 km",
934,N1,LRP401a,50.6,396119.0,92.0787771,21.3297771,bridge,Khulna Plong Bridge,C
935,N1,LRP402,106.0,396980.0,92.084583,21.324666,link,"Teknaf 65 km,Uthia 11 km",
936,N1,LRP402a,565.0,397086.0,92.085333,21.3241104,bridge,Bridge start,A
937,N1,LRP_inserted,0.0,0.0,92.0873191,21.32242985,link,inserted_link,NaN
938,N1,LRP402c,17.0,397651.0,92.0893052,21.3207493,bridge,Box culvert,A
939,N1,LRP403,115.0,397988.0,92.0916108,21.3187493,link,Km post broken,
940,N1,LRP403a,2.4,398103.0,92.0921663,21.3179438,bridge,Bridge start,A
941,N1,LRP403c,713.0,398205.0,92.0930274,21.317666,link,Road to Ramu(Z1009),
942,N1,LRP403d,8.5,398918.0,92.096333,21.3125,bridge,Bridge start,C
943,N1,LRP404,222.4,398994.0,92.0969163,21.3120278,link,"Teknaf 63 km,Uthia 9 km",
944,N1,LRP404b,20.7,399974.0,92.0967497,21.3039722,bridge,Box culvert,B
945,N1,LRP405,555.0,399997.0,92.0968052,21.3037778,link,"Teknaf 62 km,Uthia 8 km",
946,N1,LRP405a,426.0,400552.0,92.0976108,21.2989441,bridge,Box culvert,A
947,N1,LRP_inserted,0.0,0.0,92.09849969999999,21.297291350000002,link,inserted_link,NaN
948,N1,LRP405b,82.0,400978.0,92.0993886,21.2956386,bridge,Bridge start,A
949,N1,LRP406,1239.0,401060.0,92.0994163,21.2949163,link,"Teknaf 61 km,Uthia 7 km",
950,N1,LRP407a,136.0,402299.0,92.1005278,21.2839441,bridge,Box culvert,A
951,N1,LRP_inserted,0.0,0.0,92.10060383221476,21.283360806040267,link,inserted_link,NaN
952,N1,LRP407b,441.0,402435.0,92.10067986442952,21.282777512080536,bridge,Bridge start,A
953,N1,LRP_inserted,0.0,0.0,92.10132603221476,21.280930106040266,link,inserted_link,NaN
954,N1,LRP407d,168.0,402876.0,92.1019722,21.2790827,bridge,Box culvert,A
955,N1,LRP408,1011.0,403044.0,92.1026111,21.277666,link,"Teknaf 59 km,Uthia 5 km",
956,N1,LRP409a,2.2,404055.0,92.1066667,21.2694716,bridge,Box culvert,B
957,N1,LRP_inserted,0.0,0.0,92.10775000000001,21.268666,link,inserted_link,NaN
958,N1,LRP409b,10.9,404347.0,92.1088333,21.2678604,bridge,Bridge start,C
959,N1,LRP_inserted,0.0,0.0,92.11113885,21.26623575,link,inserted_link,NaN
960,N1,LRP409d,2.1,404954.0,92.1134444,21.2646111,bridge,Box Culvert,C
961,N1,LRP410,14.0,405044.0,92.1140833,21.2641111,link,"Teknaf 57 km,Uthia 3 km",
962,N1,LRP410a,2.0,405058.0,92.1141944,21.2639722,bridge,Bridge start,A
963,N1,LRP_inserted,0.0,0.0,92.11518054999999,21.263166650000002,link,inserted_link,NaN
964,N1,LRP410c,2.2,405337.0,92.1161667,21.2623611,bridge,Bridge start,A
965,N1,LRP411,224.0,406070.0,92.1214438,21.2580278,link,"Teknaf 56 km,Uthia 2 km",
966,N1,LRP411a,6.4,406294.0,92.122916,21.2565556,bridge,Bridge start,A
967,N1,LRP_inserted,0.0,0.0,92.12374935,21.2557917,link,inserted_link,NaN
968,N1,LRP411c,250.0,406546.0,92.1245827,21.2550278,bridge,Box culvert,A
969,N1,LRP_inserted,0.0,0.0,92.12561045000001,21.2544028,link,inserted_link,NaN
970,N1,LRP411d,276.0,406796.0,92.1266382,21.2537778,bridge,Box culvert,A
971,N1,LRP412,17.0,407072.0,92.1286104,21.2521944,link,"Teknaf 55 km,Uthia 1 km",
972,N1,LRP412a,3.1,407089.0,92.1287493,21.2521111,bridge,Box culvert,A
973,N1,LRP_inserted,0.0,0.0,92.1297493,21.25129165,link,inserted_link,NaN
974,N1,LRP412b,39.3,407209.0,92.1307493,21.2504722,bridge,Bridge start,A
975,N1,LRP_inserted,0.0,0.0,92.13243005000001,21.2492776,link,inserted_link,NaN
976,N1,LRP412d,3.0,408080.0,92.1341108,21.248083,bridge,Bridge start,A
977,N1,LRP413,309.4,408134.0,92.1364719,21.2462219,link,Teknaf 54 km,
978,N1,LRP413b,15.4,408817.0,92.1413608,21.242333,bridge,Bridge start,D
979,N1,LRP414,3253.0,409141.0,92.1440552,21.2412497,link,Teknaf 53 km,
980,N1,LRP417a,209.0,412394.0,92.1611667,21.2261382,bridge,Box culvert,A
981,N1,LRP_inserted,0.0,0.0,92.16130555,21.22523545,link,inserted_link,NaN
982,N1,LRP417b,4.6,412603.0,92.1614444,21.2243327,bridge,Box culvert,A
983,N1,LRP418,400.0,413131.0,92.1618611,21.2198049,link,Info.Missing,
984,N1,LRP418a,303.0,413531.0,92.1626944,21.2165556,bridge,Box culvert,A
985,N1,LRP_inserted,0.0,0.0,92.1638333,21.2159167,link,inserted_link,NaN
986,N1,LRP418b,15.2,413834.0,92.1649722,21.2152778,bridge,Box culvert,C
987,N1,LRP_inserted,0.0,0.0,92.1658191,21.2147778,link,inserted_link,NaN
988,N1,LRP418c,106.0,414030.0,92.166666,21.2142778,bridge,Box culvert,A
989,N1,LRP419,128.0,414136.0,92.1674438,21.21375,link,Teknaf 47km,
990,N1,LRP419a,57.6,414264.0,92.1678882,21.2127222,bridge,Box culvert,A
991,N1,LRP_inserted,0.0,0.0,92.16801319999999,21.21165275,link,inserted_link,NaN
992,N1,LRP419b,100.0,414508.0,92.1681382,21.2105833,bridge,Box culvert,A
993,N1,LRP_inserted,0.0,0.0,92.1682771,21.21013885,link,inserted_link,NaN
994,N1,LRP419c,3.3,414608.0,92.168416,21.2096944,bridge,Box culvert,B
995,N1,LRP420,527.0,415144.0,92.1703327,21.2056389,link,Teknaf 46 km,
996,N1,LRP420a,15.4,415671.0,92.170416,21.2011389,bridge,Box culvert,C
997,N1,LRP_inserted,0.0,0.0,92.1703882,21.200069300000003,link,inserted_link,NaN
998,N1,LRP420b,125.0,415919.0,92.1703604,21.1989997,bridge,Box culvert,A
999,N1,LRP420c,50.3,416044.0,92.1705549,21.1977219,link,"Z1504, Ukhia Gundum Road",A
1000,N1,LRP421a,484.0,416204.0,92.1708604,21.1965552,bridge,Box culvert,A
1001,N1,LRP_inserted,0.0,0.0,92.17029099999999,21.1945552,link,inserted_link,NaN
1002,N1,LRP421b,303.0,416688.0,92.1697216,21.1925552,bridge,Bridge start,A
1003,N1,LRP_inserted,0.0,0.0,92.1688188,21.191583,link,inserted_link,NaN
1004,N1,LRP421d,15.2,416991.0,92.167916,21.1906108,bridge,Box culvert,B
1005,N1,LRP422,457.0,417164.0,92.166666,21.1897497,link,Info.Missing,
1006,N1,LRP422a,313.0,417621.0,92.1638056,21.1866386,bridge,Box culvert,A
1007,N1,LRP_inserted,0.0,0.0,92.16244445000001,21.186291349999998,link,inserted_link,NaN
1008,N1,LRP422b,3.3,417934.0,92.1610833,21.1859441,bridge,Bridge start,A
1009,N1,LRP423,699.0,418190.0,92.1594167,21.1843052,link,Info.Missing,
1010,N1,LRP423a,1.2,418889.0,92.1574722,21.178666,bridge,Box culvert,C
1011,N1,LRP424,243.0,419180.0,92.1566111,21.1761938,link,Info.Missing,
1012,N1,LRP424a,6.4,419423.0,92.1557222,21.1742771,bridge,Box culvert,A
1013,N1,LRP_inserted,0.0,0.0,92.15543055,21.1730549,link,inserted_link,NaN
1014,N1,LRP424b,3.35,419705.0,92.1551389,21.1718327,bridge,Box culvert,A
1015,N1,LRP_inserted,0.0,0.0,92.1548611,21.1708188,link,inserted_link,NaN
1016,N1,LRP424c,13.0,419948.0,92.1545833,21.1698049,bridge,Bridge start,C
1017,N1,LRP_inserted,0.0,0.0,92.15393055,21.169110449999998,link,inserted_link,NaN
1018,N1,LRP424e,3.2,420151.0,92.1532778,21.168416,bridge,Box culvert,A
